scoreboard_id,team_name,bowler_names,overs_bowled,maiden_oversbowled,runs_given,wickets_taken,Economy,dotballs,scoreboard_url
1249,Kolkata Knight Riders,Jaydev Unadkat,4,0,24,1,6,13,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kolkata-knight-riders-33rd-match-501230/full-scorecard
1250,Kolkata Knight Riders,Iqbal Abdulla,4,0,25,3,6.25,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kolkata-knight-riders-33rd-match-501230/full-scorecard
1251,Kolkata Knight Riders,Jacques Kallis,2,0,11,0,5.5,6,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kolkata-knight-riders-33rd-match-501230/full-scorecard
1252,Kolkata Knight Riders,Yusuf Pathan,2,0,6,1,3,6,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kolkata-knight-riders-33rd-match-501230/full-scorecard
1253,Mumbai Indians,Lasith Malinga,4,0,20,1,5,15,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-mumbai-indians-34th-match-501231/full-scorecard
1254,Mumbai Indians,Munaf Patel,4,1,18,2,4.5,17,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-mumbai-indians-34th-match-501231/full-scorecard
1255,Mumbai Indians,Ali Murtaza,4,0,15,0,3.75,14,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-mumbai-indians-34th-match-501231/full-scorecard
1256,Mumbai Indians,Harbhajan Singh,3,0,20,0,6.66,8,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-mumbai-indians-34th-match-501231/full-scorecard
1257,Mumbai Indians,Rajagopal Sathish,1.1,0,5,0,4.28,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-mumbai-indians-34th-match-501231/full-scorecard
1258,Mumbai Indians,Kieron Pollard,2,0,16,0,8,4,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-mumbai-indians-34th-match-501231/full-scorecard
1259,Royal Challengers Bangalore,Zaheer Khan,4,0,33,1,8.25,8,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-pune-warriors-35th-match-501232/full-scorecard
1260,Royal Challengers Bangalore,Sreenath Aravind,4,0,35,1,8.75,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-pune-warriors-35th-match-501232/full-scorecard
1261,Royal Challengers Bangalore,Abhimanyu Mithun,4,0,26,0,6.5,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-pune-warriors-35th-match-501232/full-scorecard
1262,Royal Challengers Bangalore,Daniel Vettori,4,0,23,1,5.75,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-pune-warriors-35th-match-501232/full-scorecard
1263,Royal Challengers Bangalore,Chris Gayle,2,0,8,1,4,5,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-pune-warriors-35th-match-501232/full-scorecard
1264,Royal Challengers Bangalore,Jamaluddin Syed Mohammad,2,0,26,1,13,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-pune-warriors-35th-match-501232/full-scorecard
1265,Delhi Daredevils,Irfan Pathan,4,0,27,2,6.75,11,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-delhi-daredevils-36th-match-501233/full-scorecard
1266,Delhi Daredevils,Morne Morkel,4,0,18,3,4.5,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-delhi-daredevils-36th-match-501233/full-scorecard
1267,Delhi Daredevils,Umesh Yadav,3,0,28,0,9.33,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-delhi-daredevils-36th-match-501233/full-scorecard
1268,Delhi Daredevils,Ajit Agarkar,4,0,23,2,5.75,8,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-delhi-daredevils-36th-match-501233/full-scorecard
1269,Delhi Daredevils,Roelof van der Merwe,3.5,0,20,3,5.21,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-delhi-daredevils-36th-match-501233/full-scorecard
1270,Kings XI Punjab,Praveen Kumar,2,0,14,0,7,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-kings-xi-punjab-37th-match-501234/full-scorecard
1271,Kings XI Punjab,Bhargav Bhatt,4,0,22,2,5.5,11,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-kings-xi-punjab-37th-match-501234/full-scorecard
1272,Kings XI Punjab,David Hussey,2,0,19,0,9.5,2,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-kings-xi-punjab-37th-match-501234/full-scorecard
1273,Kings XI Punjab,Ryan Harris,2,0,13,0,6.5,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-kings-xi-punjab-37th-match-501234/full-scorecard
1274,Kings XI Punjab,Piyush Chawla,3.2,0,29,0,8.7,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-kings-xi-punjab-37th-match-501234/full-scorecard
1275,Kings XI Punjab,Bipul Sharma,2,0,9,0,4.5,5,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-kings-xi-punjab-37th-match-501234/full-scorecard
1276,Kings XI Punjab,Paul Valthaty,2,0,13,0,6.5,5,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-kings-xi-punjab-37th-match-501234/full-scorecard
1277,Pune Warriors,Murali Kartik,4,0,41,0,10.25,5,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-pune-warriors-38th-match-501235/full-scorecard
1278,Pune Warriors,Alfonso Thomas,4,1,28,1,7,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-pune-warriors-38th-match-501235/full-scorecard
1279,Pune Warriors,Rahul Sharma,4,1,13,3,3.25,17,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-pune-warriors-38th-match-501235/full-scorecard
1280,Pune Warriors,Jerome Taylor,3.3,0,22,0,6.28,11,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-pune-warriors-38th-match-501235/full-scorecard
1281,Pune Warriors,Yuvraj Singh,1,0,9,0,9,2,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-pune-warriors-38th-match-501235/full-scorecard
1282,Pune Warriors,Nathan McCullum,3,0,22,0,7.33,5,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-pune-warriors-38th-match-501235/full-scorecard
1283,Chennai Super Kings,Albie Morkel,4,0,38,3,9.5,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-deccan-chargers-39th-match-501236/full-scorecard
1284,Chennai Super Kings,Doug Bollinger,4,0,26,2,6.5,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-deccan-chargers-39th-match-501236/full-scorecard
1285,Chennai Super Kings,Ravichandran Ashwin,4,0,23,0,5.75,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-deccan-chargers-39th-match-501236/full-scorecard
1286,Chennai Super Kings,Suraj Randiv,4,0,34,0,8.5,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-deccan-chargers-39th-match-501236/full-scorecard
1287,Chennai Super Kings,Shadab Jakati,4,0,23,2,5.75,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-deccan-chargers-39th-match-501236/full-scorecard
1288,Mumbai Indians,Harbhajan Singh,4,0,25,2,6.25,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kings-xi-punjab-40th-match-501237/full-scorecard
1289,Mumbai Indians,Lasith Malinga,4,0,19,2,4.75,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kings-xi-punjab-40th-match-501237/full-scorecard
1290,Mumbai Indians,Abu Nechim,3,0,22,0,7.33,5,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kings-xi-punjab-40th-match-501237/full-scorecard
1291,Mumbai Indians,Munaf Patel,4,0,18,2,4.5,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kings-xi-punjab-40th-match-501237/full-scorecard
1292,Mumbai Indians,Tirumalasetti Suman,1,0,12,0,12,0,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kings-xi-punjab-40th-match-501237/full-scorecard
1293,Mumbai Indians,Kieron Pollard,3,0,18,1,6,5,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kings-xi-punjab-40th-match-501237/full-scorecard
1294,Mumbai Indians,Andrew Symonds,1,0,11,1,11,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-kings-xi-punjab-40th-match-501237/full-scorecard
1295,Delhi Daredevils,Irfan Pathan,4,0,38,0,9.5,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kochi-tuskers-kerala-41st-match-501238/full-scorecard
1296,Delhi Daredevils,Morne Morkel,3,0,29,1,9.66,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kochi-tuskers-kerala-41st-match-501238/full-scorecard
1297,Delhi Daredevils,Umesh Yadav,1,0,23,0,23,2,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kochi-tuskers-kerala-41st-match-501238/full-scorecard
1298,Delhi Daredevils,Ajit Agarkar,3,0,18,0,6,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kochi-tuskers-kerala-41st-match-501238/full-scorecard
1299,Delhi Daredevils,Roelof van der Merwe,3,0,15,1,5,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kochi-tuskers-kerala-41st-match-501238/full-scorecard
1300,Delhi Daredevils,Yogesh Nagar,1,0,15,0,15,0,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/delhi-daredevils-vs-kochi-tuskers-kerala-41st-match-501238/full-scorecard
1301,Kolkata Knight Riders,Brett Lee,4,0,30,1,7.5,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-kolkata-knight-riders-42nd-match-501239/full-scorecard
1302,Kolkata Knight Riders,Lakshmipathy Balaji,3,0,27,0,9,6,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-kolkata-knight-riders-42nd-match-501239/full-scorecard
1303,Kolkata Knight Riders,Iqbal Abdulla,4,0,34,2,8.5,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-kolkata-knight-riders-42nd-match-501239/full-scorecard
1304,Kolkata Knight Riders,Rajat Bhatia,4,0,26,2,6.5,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-kolkata-knight-riders-42nd-match-501239/full-scorecard
1305,Kolkata Knight Riders,Yusuf Pathan,3,0,19,0,6.33,4,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-kolkata-knight-riders-42nd-match-501239/full-scorecard
1306,Kolkata Knight Riders,Jacques Kallis,2,0,12,1,6,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-kolkata-knight-riders-42nd-match-501239/full-scorecard
1307,Rajasthan Royals,Nayan Doshi,2,0,24,0,12,4,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-rajasthan-royals-43rd-match-501240/full-scorecard
1308,Rajasthan Royals,Johan Botha,4,0,22,1,5.5,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-rajasthan-royals-43rd-match-501240/full-scorecard
1309,Rajasthan Royals,Shane Watson,4,0,27,0,6.75,6,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-rajasthan-royals-43rd-match-501240/full-scorecard
1310,Rajasthan Royals,Siddharth Trivedi,3.4,0,37,1,10.09,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-rajasthan-royals-43rd-match-501240/full-scorecard
1311,Rajasthan Royals,Shane Warne,3,0,14,0,4.66,8,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-rajasthan-royals-43rd-match-501240/full-scorecard
1312,Rajasthan Royals,Stuart Binny,1,0,12,0,12,0,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-rajasthan-royals-43rd-match-501240/full-scorecard
1313,Rajasthan Royals,Ashok Menaria,1,0,13,0,13,1,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-rajasthan-royals-43rd-match-501240/full-scorecard
1314,Mumbai Indians,Harbhajan Singh,3,1,17,1,5.66,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-mumbai-indians-44th-match-501241/full-scorecard
1315,Mumbai Indians,Munaf Patel,4,0,30,1,7.5,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-mumbai-indians-44th-match-501241/full-scorecard
1316,Mumbai Indians,Dhawal Kulkarni,4,0,20,0,5,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-mumbai-indians-44th-match-501241/full-scorecard
1317,Mumbai Indians,Lasith Malinga,4,0,25,3,6.25,13,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-mumbai-indians-44th-match-501241/full-scorecard
1318,Mumbai Indians,Andrew Symonds,1,0,7,0,7,4,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-mumbai-indians-44th-match-501241/full-scorecard
1319,Mumbai Indians,Kieron Pollard,4,0,36,1,9,8,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/pune-warriors-vs-mumbai-indians-44th-match-501241/full-scorecard
1320,Kochi Tuskers Kerala,RP Singh,4,0,44,1,11,8,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242/full-scorecard
1321,Kochi Tuskers Kerala,Sreesanth,3,0,24,0,8,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242/full-scorecard
1322,Kochi Tuskers Kerala,Vinay Kumar,4,0,28,2,7,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242/full-scorecard
1323,Kochi Tuskers Kerala,Prasanth Parameswaran,4,0,21,0,5.25,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242/full-scorecard
1324,Kochi Tuskers Kerala,Raiphi Gomez,4,1,14,2,3.5,14,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242/full-scorecard
1325,Kochi Tuskers Kerala,Ravindra Jadeja,1,0,7,0,7,2,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kochi-tuskers-kerala-vs-kolkata-knight-riders-45th-match-501242/full-scorecard
1326,Deccan Chargers,Dale Steyn,4,0,24,2,6,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-delhi-daredevils-46th-match-501243/full-scorecard
1327,Deccan Chargers,Ishant Sharma,4,0,16,2,4,16,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-delhi-daredevils-46th-match-501243/full-scorecard
1328,Deccan Chargers,Dan Christian,4,0,31,1,7.75,8,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-delhi-daredevils-46th-match-501243/full-scorecard
1329,Deccan Chargers,Ishan Malhotra,1,0,23,0,23,0,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-delhi-daredevils-46th-match-501243/full-scorecard
1330,Deccan Chargers,Amit Mishra,4,0,53,1,13.25,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-delhi-daredevils-46th-match-501243/full-scorecard
1331,Deccan Chargers,Bharat Chipli,1,0,20,0,20,1,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-delhi-daredevils-46th-match-501243/full-scorecard
1332,Deccan Chargers,Jean-Paul Duminy,1,0,11,0,11,1,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-delhi-daredevils-46th-match-501243/full-scorecard
1333,Royal Challengers Bangalore,Zaheer Khan,4,0,35,0,8.75,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kings-xi-punjab-47th-match-501244/full-scorecard
1334,Royal Challengers Bangalore,Sreenath Aravind,4,0,14,4,3.5,14,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kings-xi-punjab-47th-match-501244/full-scorecard
1335,Royal Challengers Bangalore,Chris Gayle,4,0,21,3,5.25,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kings-xi-punjab-47th-match-501244/full-scorecard
1336,Royal Challengers Bangalore,Abhimanyu Mithun,3,0,29,0,9.66,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kings-xi-punjab-47th-match-501244/full-scorecard
1337,Royal Challengers Bangalore,Daniel Vettori,4,0,14,1,3.5,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kings-xi-punjab-47th-match-501244/full-scorecard
1338,Royal Challengers Bangalore,Virat Kohli,1,0,7,0,7,2,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kings-xi-punjab-47th-match-501244/full-scorecard
1339,Chennai Super Kings,Albie Morkel,2,0,14,0,7,6,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-chennai-super-kings-48th-match-501245/full-scorecard
1340,Chennai Super Kings,Ravichandran Ashwin,3,0,12,2,4,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-chennai-super-kings-48th-match-501245/full-scorecard
1341,Chennai Super Kings,Doug Bollinger,1,0,6,0,6,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-chennai-super-kings-48th-match-501245/full-scorecard
1342,Chennai Super Kings,Shadab Jakati,2,0,14,0,7,4,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-chennai-super-kings-48th-match-501245/full-scorecard
1343,Chennai Super Kings,Suraj Randiv,2,0,14,0,7,2,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kolkata-knight-riders-vs-chennai-super-kings-48th-match-501245/full-scorecard
1344,Mumbai Indians,Harbhajan Singh,4,0,24,2,6,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-delhi-daredevils-49th-match-501246/full-scorecard
1345,Mumbai Indians,Lasith Malinga,3.2,1,18,2,5.4,13,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-delhi-daredevils-49th-match-501246/full-scorecard
1346,Mumbai Indians,Munaf Patel,4,0,29,2,7.25,11,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-delhi-daredevils-49th-match-501246/full-scorecard
1347,Mumbai Indians,Dhawal Kulkarni,4,0,27,1,6.75,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-delhi-daredevils-49th-match-501246/full-scorecard
1348,Mumbai Indians,Kieron Pollard,2.3,0,24,2,9.6,4,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-delhi-daredevils-49th-match-501246/full-scorecard
1349,Mumbai Indians,Andrew Symonds,2,0,23,0,11.5,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/mumbai-indians-vs-delhi-daredevils-49th-match-501246/full-scorecard
1350,Kochi Tuskers Kerala,RP Singh,2,0,13,0,6.5,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kochi-tuskers-kerala-50th-match-501247/full-scorecard
1351,Kochi Tuskers Kerala,Ramesh Powar,2,0,27,0,13.5,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kochi-tuskers-kerala-50th-match-501247/full-scorecard
1352,Kochi Tuskers Kerala,Prasanth Parameswaran,2.1,0,44,0,20.3,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kochi-tuskers-kerala-50th-match-501247/full-scorecard
1353,Kochi Tuskers Kerala,Vinay Kumar,3,0,18,1,6,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kochi-tuskers-kerala-50th-match-501247/full-scorecard
1354,Kochi Tuskers Kerala,Ravindra Jadeja,4,0,24,0,6,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/royal-challengers-bangalore-vs-kochi-tuskers-kerala-50th-match-501247/full-scorecard
1355,Kings XI Punjab,Praveen Kumar,4,1,17,1,4.25,16,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-pune-warriors-51st-match-501248/full-scorecard
1356,Kings XI Punjab,Ryan Harris,4,0,26,1,6.5,13,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-pune-warriors-51st-match-501248/full-scorecard
1357,Kings XI Punjab,Shalabh Srivastava,3,0,20,2,6.66,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-pune-warriors-51st-match-501248/full-scorecard
1358,Kings XI Punjab,Bhargav Bhatt,4,0,35,1,8.75,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-pune-warriors-51st-match-501248/full-scorecard
1359,Kings XI Punjab,Paul Valthaty,2.1,0,17,0,7.84,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-pune-warriors-51st-match-501248/full-scorecard
1360,Chennai Super Kings,Albie Morkel,3,0,21,1,7,6,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-chennai-super-kings-52nd-match-501249/full-scorecard
1361,Chennai Super Kings,Doug Bollinger,4,0,22,3,5.5,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-chennai-super-kings-52nd-match-501249/full-scorecard
1362,Chennai Super Kings,Dwayne Bravo,4,0,36,1,9,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-chennai-super-kings-52nd-match-501249/full-scorecard
1363,Chennai Super Kings,Ravichandran Ashwin,4,0,24,2,6,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-chennai-super-kings-52nd-match-501249/full-scorecard
1364,Chennai Super Kings,Shadab Jakati,4,0,30,0,7.5,6,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-chennai-super-kings-52nd-match-501249/full-scorecard
1365,Chennai Super Kings,Suresh Raina,0.3,0,0,2,0,3,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-chennai-super-kings-52nd-match-501249/full-scorecard
1366,Deccan Chargers,Dale Steyn,4,0,30,0,7.5,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-pune-warriors-53rd-match-501250/full-scorecard
1367,Deccan Chargers,Ishant Sharma,3,0,25,0,8.33,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-pune-warriors-53rd-match-501250/full-scorecard
1368,Deccan Chargers,Pragyan Ojha,3,0,13,1,4.33,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-pune-warriors-53rd-match-501250/full-scorecard
1369,Deccan Chargers,Jean-Paul Duminy,2,0,22,0,11,6,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-pune-warriors-53rd-match-501250/full-scorecard
1370,Deccan Chargers,Dan Christian,3,0,21,2,7,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-pune-warriors-53rd-match-501250/full-scorecard
1371,Deccan Chargers,Amit Mishra,3.2,0,26,1,7.8,12,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/deccan-chargers-vs-pune-warriors-53rd-match-501250/full-scorecard
1372,Kings XI Punjab,Praveen Kumar,4,1,19,2,4.75,17,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-mumbai-indians-54th-match-501251/full-scorecard
1373,Kings XI Punjab,Bhargav Bhatt,2.5,0,22,4,7.76,9,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-mumbai-indians-54th-match-501251/full-scorecard
1374,Kings XI Punjab,Bipul Sharma,2,0,15,1,7.5,4,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-mumbai-indians-54th-match-501251/full-scorecard
1375,Kings XI Punjab,Ryan Harris,2,0,13,1,6.5,5,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-mumbai-indians-54th-match-501251/full-scorecard
1376,Kings XI Punjab,Shalabh Srivastava,2,0,17,1,8.5,4,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-mumbai-indians-54th-match-501251/full-scorecard
1377,Rajasthan Royals,Shane Watson,2,0,19,0,9.5,4,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-royal-challengers-bangalore-55th-match-501252/full-scorecard
1378,Rajasthan Royals,Johan Botha,4,0,42,0,10.5,8,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-royal-challengers-bangalore-55th-match-501252/full-scorecard
1379,Rajasthan Royals,Pankaj Singh,2,0,23,0,11.5,4,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-royal-challengers-bangalore-55th-match-501252/full-scorecard
1380,Rajasthan Royals,Siddharth Trivedi,2,0,12,0,6,6,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-royal-challengers-bangalore-55th-match-501252/full-scorecard
1381,Rajasthan Royals,Shane Warne,4,0,26,1,6.5,10,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-royal-challengers-bangalore-55th-match-501252/full-scorecard
1382,Rajasthan Royals,Ross Taylor,1,0,11,0,11,0,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-royal-challengers-bangalore-55th-match-501252/full-scorecard
1383,Rajasthan Royals,Ashok Menaria,2,0,16,0,8,5,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/rajasthan-royals-vs-royal-challengers-bangalore-55th-match-501252/full-scorecard
1384,Chennai Super Kings,Albie Morkel,3,0,36,1,12,7,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-delhi-daredevils-56th-match-501253/full-scorecard
