scoreboard_id,team_name,bowler_names,overs_bowled,maiden_oversbowled,runs_given,wickets_taken,Economy,dotballs,scoreboard_url
1,Kolkata Knight Riders,Ashok Dinda,3,0,9,2,3,11,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
2,Kolkata Knight Riders,Ishant Sharma,3,0,7,1,2.33,13,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
3,Kolkata Knight Riders,Ajit Agarkar,4,0,25,3,6.25,15,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
4,Kolkata Knight Riders,Sourav Ganguly,4,0,21,2,5.25,13,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
5,Kolkata Knight Riders,Laxmi Shukla,1.1,0,12,1,10.28,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
6,Chennai Super Kings,Jacob Oram,4,0,37,0,9.25,6,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
7,Chennai Super Kings,Manpreet Gony,4,0,42,1,10.5,7,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
8,Chennai Super Kings,Muthiah Muralidaran,4,0,33,1,8.25,7,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
9,Chennai Super Kings,Palani  Amarnath,4,0,42,1,10.5,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
10,Chennai Super Kings,Joginder Sharma,4,0,47,1,11.75,5,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
11,Rajasthan Royals,Munaf Patel,3,0,25,0,8.33,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
12,Rajasthan Royals,Shane Watson,4,0,31,1,7.75,9,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
13,Rajasthan Royals,Siddharth Trivedi,3,0,32,0,10.66,6,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
14,Rajasthan Royals,Shane Warne,2,0,16,0,8,2,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
15,Rajasthan Royals,Yusuf Pathan,2.1,0,17,0,7.84,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
16,Rajasthan Royals,Dinesh Salunkhe,1,0,11,0,11,0,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
17,Deccan Chargers,Chaminda Vaas,3,0,9,2,3,12,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
18,Deccan Chargers,RP Singh,3,0,15,1,5,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
19,Deccan Chargers,Scott Styris,4,0,19,0,4.75,15,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
20,Deccan Chargers,Sanjay Bangar,3,0,19,0,6.33,13,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
21,Deccan Chargers,Andrew Symonds,2,0,20,0,10,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
22,Deccan Chargers,Pragyan Ojha,4,0,18,2,4.5,13,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
23,Mumbai Indians,Ashish Nehra,4,0,45,1,11.25,7,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
24,Mumbai Indians,Shaun Pollock,4,0,17,0,4.25,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
25,Mumbai Indians,Dhawal Kulkarni,2.4,0,19,1,7.12,8,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
26,Mumbai Indians,Sanath Jayasuriya,4,0,39,1,9.75,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
27,Mumbai Indians,Harbhajan Singh,4,0,36,2,9,6,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
28,Mumbai Indians,Abhishek Nayar,1,0,10,0,10,2,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
29,Kings XI Punjab,Brett Lee,4,0,35,1,8.75,13,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
30,Kings XI Punjab,Sreesanth,3.1,0,38,1,12,9,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
31,Kings XI Punjab,James Hopes,4,0,33,1,8.25,11,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
32,Kings XI Punjab,Irfan Pathan,4,0,21,1,5.25,11,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
33,Kings XI Punjab,Piyush Chawla,2,0,27,0,13.5,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
34,Kings XI Punjab,Wilkin Mota,1,0,12,0,12,1,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
35,Deccan Chargers,Chaminda Vaas,3,0,22,0,7.33,7,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
36,Deccan Chargers,RP Singh,3,0,27,1,9,7,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
37,Deccan Chargers,Sanjay Bangar,2,0,30,0,15,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
38,Deccan Chargers,Shahid Afridi,2,0,17,0,8.5,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
39,Deccan Chargers,Andrew Symonds,2,0,35,0,17.5,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
40,Deccan Chargers,Pragyan Ojha,1,0,7,0,7,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
41,Chennai Super Kings,Jacob Oram,4,0,53,0,13.25,7,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
42,Chennai Super Kings,Manpreet Gony,4,1,18,1,4.5,14,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
43,Chennai Super Kings,Joginder Sharma,4,0,29,2,7.25,8,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
44,Chennai Super Kings,Palani  Amarnath,4,0,57,1,14.25,6,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
45,Chennai Super Kings,Muthiah Muralidaran,4,0,40,2,10,5,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
46,Deccan Chargers,Chaminda Vaas,4,0,42,1,10.5,8,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
47,Deccan Chargers,RP Singh,4,0,44,1,11,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
48,Deccan Chargers,Pragyan Ojha,2,0,23,0,11.5,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
49,Deccan Chargers,Doddapaneni Kalyankrishna,3,0,30,1,10,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
50,Deccan Chargers,Shahid Afridi,4,0,28,3,7,9,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
51,Deccan Chargers,Andrew Symonds,2.5,0,46,0,16.23,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
52,Kings XI Punjab,Brett Lee,4,0,9,1,2.25,18,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
53,Kings XI Punjab,Irfan Pathan,4,1,19,2,4.75,15,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
54,Kings XI Punjab,Vikram Singh,4,0,40,1,10,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
55,Kings XI Punjab,Sreesanth,4,0,31,2,7.75,12,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
56,Kings XI Punjab,Piyush Chawla,4,0,16,2,4,15,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
57,Kolkata Knight Riders,Ashok Dinda,3,0,25,0,8.33,11,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
58,Kolkata Knight Riders,Ishant Sharma,3,0,26,0,8.66,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
59,Kolkata Knight Riders,Ajit Agarkar,3,0,19,1,6.33,9,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
60,Kolkata Knight Riders,David Hussey,1,0,10,0,10,2,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
61,Kolkata Knight Riders,Mohammad Hafeez,2,0,16,0,8,2,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
62,Kolkata Knight Riders,Murali Kartik,3,0,33,0,11,2,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
63,Kolkata Knight Riders,Laxmi Shukla,2,0,18,0,9,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
64,Royal Challengers Bangalore,Praveen Kumar,3,0,42,1,14,5,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
65,Royal Challengers Bangalore,Zaheer Khan,4,0,24,1,6,15,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
66,Royal Challengers Bangalore,Vinay Kumar,2,0,15,0,7.5,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
67,Royal Challengers Bangalore,Anil Kumble,4,0,22,0,5.5,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
68,Royal Challengers Bangalore,Jacques Kallis,1,0,7,0,7,2,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
69,Royal Challengers Bangalore,Sunil Joshi,3.1,0,27,1,8.52,9,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
70,Delhi Daredevils,Glenn McGrath,4,0,29,1,7.25,12,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
71,Delhi Daredevils,Mohammad Asif,4,0,39,2,9.75,11,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
72,Delhi Daredevils,Farveez Maharoof,3,0,31,0,10.33,7,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
73,Delhi Daredevils,Yo Mahesh,4,0,23,1,5.75,9,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
74,Delhi Daredevils,Shoaib Malik,3.3,0,32,1,9.14,8,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
75,Delhi Daredevils,Rajat Bhatia,1,0,5,0,5,2,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
76,Mumbai Indians,Ashish Nehra,2,0,19,0,9.5,5,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-deccan-chargers-14th-match-335994/full-scorecard
77,Mumbai Indians,Shaun Pollock,2,0,33,0,16.5,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-deccan-chargers-14th-match-335994/full-scorecard
78,Mumbai Indians,Dhawal Kulkarni,1,0,8,0,8,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-deccan-chargers-14th-match-335994/full-scorecard
79,Mumbai Indians,Sanath Jayasuriya,2,0,17,0,8.5,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-deccan-chargers-14th-match-335994/full-scorecard
80,Mumbai Indians,Siddharth Chitnis,2,0,20,0,10,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-deccan-chargers-14th-match-335994/full-scorecard
81,Mumbai Indians,Dwayne Bravo,2,0,31,0,15.5,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-deccan-chargers-14th-match-335994/full-scorecard
82,Mumbai Indians,Abhishek Nayar,1,0,22,0,22,0,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-deccan-chargers-14th-match-335994/full-scorecard
83,Chennai Super Kings,Jacob Oram,4,0,27,0,6.75,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
84,Chennai Super Kings,Manpreet Gony,4,0,34,3,8.5,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
85,Chennai Super Kings,Albie Morkel,4,0,38,1,9.5,6,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
86,Chennai Super Kings,Palani  Amarnath,4,0,38,2,9.5,5,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
87,Chennai Super Kings,Joginder Sharma,3.4,0,27,2,7.36,5,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
88,Kolkata Knight Riders,Ajit Agarkar,4,0,23,1,5.75,13,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
89,Kolkata Knight Riders,Ishant Sharma,3.4,0,33,1,9,13,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
90,Kolkata Knight Riders,Ashok Dinda,4,0,12,1,3,16,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
91,Kolkata Knight Riders,Murali Kartik,3,0,24,0,8,9,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
92,Kolkata Knight Riders,Mohammad Hafeez,1,0,16,0,16,1,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
93,Kolkata Knight Riders,Sourav Ganguly,2,0,14,0,7,1,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
94,Kolkata Knight Riders,Laxmi Shukla,1,0,11,0,11,1,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
95,Delhi Daredevils,Glenn McGrath,4,0,29,4,7.25,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
96,Delhi Daredevils,Mohammad Asif,4,0,42,0,10.5,8,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
97,Delhi Daredevils,Yo Mahesh,4,0,28,0,7,8,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
98,Delhi Daredevils,Daniel Vettori,4,0,19,1,4.75,8,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
99,Delhi Daredevils,Rajat Bhatia,1,0,14,0,14,1,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
100,Delhi Daredevils,Shoaib Malik,1,0,8,0,8,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
101,Delhi Daredevils,Virender Sehwag,2,0,30,0,15,1,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
102,Rajasthan Royals,Shane Watson,3.1,0,22,2,6.94,11,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kolkata-knight-riders-18th-match-336000/full-scorecard
103,Rajasthan Royals,Sohail Tanvir,4,0,30,2,7.5,9,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kolkata-knight-riders-18th-match-336000/full-scorecard
104,Rajasthan Royals,Siddharth Trivedi,4,0,31,2,7.75,8,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kolkata-knight-riders-18th-match-336000/full-scorecard
105,Rajasthan Royals,Munaf Patel,4,0,29,0,7.25,7,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kolkata-knight-riders-18th-match-336000/full-scorecard
106,Rajasthan Royals,Shane Warne,2,0,20,1,10,2,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kolkata-knight-riders-18th-match-336000/full-scorecard
107,Rajasthan Royals,Yusuf Pathan,2,0,14,0,7,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kolkata-knight-riders-18th-match-336000/full-scorecard
108,Deccan Chargers,RP Singh,3.5,0,36,0,9.39,6,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-kings-xi-punjab-19th-match-335999/full-scorecard
109,Deccan Chargers,Nuwan Zoysa,4,0,32,1,8,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-kings-xi-punjab-19th-match-335999/full-scorecard
110,Deccan Chargers,Shahid Afridi,3,0,28,0,9.33,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-kings-xi-punjab-19th-match-335999/full-scorecard
111,Deccan Chargers,Sanjay Bangar,4,0,26,0,6.5,9,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-kings-xi-punjab-19th-match-335999/full-scorecard
112,Deccan Chargers,Doddapaneni Kalyankrishna,3,0,34,1,11.33,5,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-kings-xi-punjab-19th-match-335999/full-scorecard
113,Deccan Chargers,Venugopal Rao,1,0,9,0,9,1,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-kings-xi-punjab-19th-match-335999/full-scorecard
114,Chennai Super Kings,Makhaya Ntini,4,0,29,0,7.25,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-delhi-daredevils-20th-match-336001/full-scorecard
115,Chennai Super Kings,Manpreet Gony,4,0,39,1,9.75,8,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-delhi-daredevils-20th-match-336001/full-scorecard
116,Chennai Super Kings,Albie Morkel,4,0,40,0,10,7,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-delhi-daredevils-20th-match-336001/full-scorecard
117,Chennai Super Kings,Joginder Sharma,3,0,35,1,11.66,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-delhi-daredevils-20th-match-336001/full-scorecard
118,Chennai Super Kings,Muthiah Muralidaran,4,0,27,0,6.75,9,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-delhi-daredevils-20th-match-336001/full-scorecard
119,Royal Challengers Bangalore,Dale Steyn,4,0,20,0,5,14,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-deccan-chargers-21st-match-336034/full-scorecard
120,Royal Challengers Bangalore,Zaheer Khan,4,0,24,2,6,10,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-deccan-chargers-21st-match-336034/full-scorecard
121,Royal Challengers Bangalore,Praveen Kumar,4,0,23,3,5.75,12,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-deccan-chargers-21st-match-336034/full-scorecard
122,Royal Challengers Bangalore,Anil Kumble,4,0,47,0,11.75,2,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-deccan-chargers-21st-match-336034/full-scorecard
123,Royal Challengers Bangalore,Jacques Kallis,4,0,35,1,8.75,6,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-deccan-chargers-21st-match-336034/full-scorecard
124,Kings XI Punjab,Sreesanth,4,0,25,2,6.25,13,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-336003/full-scorecard
125,Kings XI Punjab,Irfan Pathan,4,0,18,2,4.5,16,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-336003/full-scorecard
126,Kings XI Punjab,Vikram Singh,4,0,31,1,7.75,6,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-336003/full-scorecard
127,Kings XI Punjab,Gagandeep Singh,4,0,43,1,10.75,6,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-336003/full-scorecard
128,Kings XI Punjab,James Hopes,3,0,35,0,11.66,4,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-336003/full-scorecard
129,Kings XI Punjab,Piyush Chawla,1,0,16,0,16,2,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-336003/full-scorecard
130,Mumbai Indians,Shaun Pollock,4,0,16,2,4,15,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-delhi-daredevils-23rd-match-336004/full-scorecard
131,Mumbai Indians,Ashish Nehra,4,0,25,3,6.25,11,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-delhi-daredevils-23rd-match-336004/full-scorecard
132,Mumbai Indians,Dwayne Bravo,3,0,27,1,9,6,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-delhi-daredevils-23rd-match-336004/full-scorecard
133,Mumbai Indians,Dhawal Kulkarni,2.5,0,18,2,6.35,8,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-delhi-daredevils-23rd-match-336004/full-scorecard
134,Mumbai Indians,Sanath Jayasuriya,1,0,16,0,16,0,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-delhi-daredevils-23rd-match-336004/full-scorecard
135,Mumbai Indians,Dominic Thornely,2,0,15,1,7.5,3,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-delhi-daredevils-23rd-match-336004/full-scorecard
