ID,TeamName,BatsmanName,Wicket_Information,Outby_BowlerCatch,Outby_FielderCatch,Outby_Bowled,Outby_LBW,Outby_Runout,Player_RetiredHurt,Player_NotOut,Runs_Scored,Balls_Faced,Fours_hit,Sixes_hit,Strike_Rate,Season/Year,scoreboard_url
1,Kolkata Knight Riders,Sourav Ganguly,c Kallis b Khan,,1,,,,,,10,12,2,0,83.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
2,Kolkata Knight Riders,Brendon McCullum,not out,,,,,,,1,158,73,10,13,216.43,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
3,Kolkata Knight Riders,Ricky Ponting,c Kumar b Kallis,,1,,,,,,20,20,1,1,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
4,Kolkata Knight Riders,David Hussey,c White b Noffke,,1,,,,,,12,12,1,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
5,Kolkata Knight Riders,Mohammad Hafeez,not out,,,,,,,1,5,3,1,0,166.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
6,Chennai Super Kings,Parthiv Patel,c  Sangakkara b Lee,,1,,,,,,15,10,3,0,150,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
7,Chennai Super Kings,Matthew Hayden,b Pathan,,,1,,,,,25,17,4,1,147.05,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
8,Chennai Super Kings,Michael Hussey,not out,,,,,,,1,116,54,8,9,214.81,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
1115,Delhi Daredevils,Kedar Jadhav,not out,,,,,,,1,50,29,5,2,172.41,2009-10,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/royal-challengers-bangalore-vs-delhi-daredevils-20th-match-419128/full-scorecard
10,Chennai Super Kings,Suresh Raina,c Pathan b Mota,,1,,,,,,32,13,2,3,246.15,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
11,Chennai Super Kings,Jacob Oram,b Pathan,,,1,,,,,13,10,0,1,130,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
12,Chennai Super Kings,S Badrinath,not out,,,,,,,1,31,14,3,2,221.42,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
13,Rajasthan Royals,Taruwar Kohli,c Manhas b McGrath,,1,,,,,,7,12,0,1,58.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
14,Rajasthan Royals,Yusuf Pathan,run out (Manhas/Geeves),,,,,1,,,10,5,2,0,200,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
15,Rajasthan Royals,Shane Watson,run out (Dhawan/Bhatia),,,,,1,,,21,15,3,0,140,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
16,Rajasthan Royals,Mohammad Kaif,c Geeves b Bhatia,,1,,,,,,9,19,0,0,47.36,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
17,Rajasthan Royals,Darren Lehmann,lbw b Maharoof,,,,1,,,,1,2,0,0,50,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
18,Rajasthan Royals,Ravindra Jadeja,b Vettori,,,1,,,,,29,23,2,2,126.08,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
19,Rajasthan Royals,Mahesh Rawat  ,b Bhatia,,,1,,,,,2,4,0,0,50,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
20,Rajasthan Royals,Dinesh Salunkhe,not out,,,,,,,1,26,20,4,0,130,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
21,Rajasthan Royals,Shane Warne ,b Maharoof,,,1,,,,,14,13,2,0,107.69,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
22,Rajasthan Royals,Siddharth Trivedi,not out,,,,,,,1,3,7,0,0,42.85,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
23,Deccan Chargers,Adam Gilchrist  ,c Mohammad Hafeez b Kartik,,1,,,,,,23,22,1,2,104.54,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
24,Deccan Chargers,Venugopal Rao,c Kartik b Sharma,,1,,,,,,14,14,1,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
25,Deccan Chargers,VVS Laxman,c Shukla b Dinda,,1,,,,,,0,6,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
26,Deccan Chargers,Andrew Symonds,c Hussey b Agarkar,,1,,,,,,32,39,2,2,82.05,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
27,Deccan Chargers,Rohit Sharma,c  Saha b Kartik,,1,,,,,,0,3,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
28,Deccan Chargers,Scott Styris,b Mohammad Hafeez,,,1,,,,,6,7,1,0,85.71,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
29,Deccan Chargers,Arjun Yadav,c Dinda b Hussey,,1,,,,,,10,10,0,1,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
30,Deccan Chargers,Sanjay Bangar,c  Saha b Kartik,,1,,,,,,14,10,1,1,140,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
31,Deccan Chargers,Chaminda Vaas,c Ganguly b Agarkar,,1,,,,,,0,1,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
32,Deccan Chargers,RP Singh,not out,,,,,,,1,1,2,0,0,50,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
33,Deccan Chargers,Pragyan Ojha,run out (Mohammad Hafeez/ Saha),,,,,1,,,0,0,0,0,,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
34,Mumbai Indians,Luke Ronchi,c Kohli b Khan,,1,,,,,,8,10,2,0,80,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
35,Mumbai Indians,Sanath Jayasuriya,run out (Khan),,,,,1,,,29,16,5,1,181.25,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
36,Mumbai Indians,Dominic Thornely,retired hurt,,,,,,1,,0,5,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
37,Mumbai Indians,Robin Uthappa,st  Boucher b Akhil,,,,,,,,48,38,5,1,126.31,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
38,Mumbai Indians,Pinal Shah,c Kohli b Akhil,,1,,,,,,19,23,2,0,82.6,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
39,Mumbai Indians,Abhishek Nayar,c Khan b Kumar,,1,,,,,,20,14,1,1,142.85,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
40,Mumbai Indians,Shaun Pollock,b Khan,,,1,,,,,28,12,3,2,233.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
41,Mumbai Indians,Harbhajan Singh,not out,,,,,,,1,2,2,0,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
42,Kings XI Punjab,Karan Goel,b Patel,,,1,,,,,26,21,3,2,123.8,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
43,Kings XI Punjab,James Hopes,lbw b Warne,,,,1,,,,16,16,2,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
44,Kings XI Punjab,Kumar Sangakkara ,c & b Warne,1,,,,,,,20,8,3,1,250,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
45,Kings XI Punjab,Mahela Jayawardene,st  Kamran Akmal b Salunkhe,,,,,,,,2,4,0,0,50,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
46,Kings XI Punjab,Yuvraj Singh,lbw b Warne,,,,1,,,,57,34,6,3,167.64,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
47,Kings XI Punjab,Irfan Pathan,b Trivedi,,,1,,,,,12,19,0,1,63.15,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
48,Kings XI Punjab,Sunny Sohal,run out (Jadeja/ Kamran Akmal),,,,,1,,,4,4,0,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
49,Kings XI Punjab,Brett Lee,c  Kamran Akmal b Trivedi,,1,,,,,,0,2,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
50,Kings XI Punjab,Piyush Chawla,not out,,,,,,,1,24,11,4,0,218.18,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
51,Kings XI Punjab,Wilkin Mota,not out,,,,,,,1,1,1,0,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
52,Deccan Chargers,Adam Gilchrist  ,b Mohammad Asif,,,1,,,,,8,9,0,1,88.88,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
53,Deccan Chargers,Venugopal Rao,c Dhawan b Maharoof,,1,,,,,,14,22,2,0,63.63,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
54,Deccan Chargers,VVS Laxman,b Mohammad Asif,,,1,,,,,2,6,0,0,33.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
55,Deccan Chargers,Andrew Symonds,c  Karthik b Maharoof,,1,,,,,,12,13,2,0,92.3,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
56,Deccan Chargers,Rohit Sharma,c McGrath b Bhatia,,1,,,,,,66,36,6,4,183.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
57,Deccan Chargers,Shahid Afridi,lbw b Bhatia,,,,1,,,,2,7,0,0,28.57,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
58,Deccan Chargers,Sanjay Bangar,run out (Tiwary/ Karthik),,,,,1,,,8,14,0,0,57.14,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
59,Deccan Chargers,Arjun Yadav,c Gambhir b Mahesh,,1,,,,,,12,7,2,0,171.42,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
60,Deccan Chargers,Chaminda Vaas,not out,,,,,,,1,12,6,0,1,200,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
61,Deccan Chargers,RP Singh,not out,,,,,,,1,1,1,0,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
62,Chennai Super Kings,Parthiv Patel,c  Ronchi b Nehra,,1,,,,,,14,11,3,0,127.27,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
63,Chennai Super Kings,Matthew Hayden,run out (Harbhajan Singh),,,,,1,,,81,46,12,2,176.08,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
64,Chennai Super Kings,Michael Hussey,b Kulkarni,,,1,,,,,5,9,1,0,55.55,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
65,Chennai Super Kings,Suresh Raina,c Bravo b Khote,,1,,,,,,53,37,3,3,143.24,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
1163,Delhi Daredevils,Kedar Jadhav,not out,,,,,,,1,4,1,1,0,400,2009-10,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/delhi-daredevils-vs-kolkata-knight-riders-26th-match-419131/full-scorecard
67,Chennai Super Kings,Jacob Oram,not out,,,,,,,1,5,2,1,0,250,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
68,Chennai Super Kings,S Badrinath,not out,,,,,,,1,2,1,0,0,200,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
69,Deccan Chargers,Adam Gilchrist  ,st  Kamran Akmal b Pathan,,,,,,,,13,9,3,0,144.44,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
70,Deccan Chargers,VVS Laxman,c & b Warne,1,,,,,,,16,16,3,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
71,Deccan Chargers,Shahid Afridi,c Jadeja b Pathan,,1,,,,,,10,4,1,1,250,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
72,Deccan Chargers,Andrew Symonds,not out,,,,,,,1,117,53,11,7,220.75,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
73,Deccan Chargers,Rohit Sharma,c Salunkhe b Warne,,1,,,,,,36,30,3,1,120,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
74,Deccan Chargers,Arjun Yadav,c  Kamran Akmal b Watson,,1,,,,,,16,9,3,0,177.77,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
75,Kings XI Punjab,Karan Goel,run out (Bravo/ Ronchi),,,,,1,,,18,21,1,1,85.71,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
76,Kings XI Punjab,Irfan Pathan,c Kulkarni b Nehra,,1,,,,,,6,3,0,0,200,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
77,Kings XI Punjab,Kumar Sangakkara ,c Kulkarni b Harbhajan Singh,,1,,,,,,94,56,13,1,167.85,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
78,Kings XI Punjab,Yuvraj Singh,c Bravo b Pollock,,1,,,,,,18,9,1,1,200,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
79,Kings XI Punjab,Ramnaresh Sarwan,c Harbhajan Singh b Nehra,,1,,,,,,7,9,0,0,77.77,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
80,Kings XI Punjab,Mahela Jayawardene,c sub (AM Rahane) b Harbhajan Singh,,1,,,,,,12,7,0,1,171.42,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
81,Kings XI Punjab,Sunny Sohal,c Nehra b Kulkarni,,1,,,,,,0,4,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
82,Kings XI Punjab,Brett Lee,not out,,,,,,,1,16,8,2,1,200,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
83,Kings XI Punjab,Piyush Chawla,lbw b Harbhajan Singh,,,,1,,,,0,1,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
84,Kings XI Punjab,Sreesanth,c  Ronchi b Kulkarni,,1,,,,,,0,1,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
85,Kings XI Punjab,Vikram Singh,run out (Harbhajan Singh/ Ronchi),,,,,1,,,4,2,1,0,200,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
86,Kolkata Knight Riders,Sourav Ganguly,c Badrinath b Joginder Sharma,,1,,,,,,12,19,1,0,63.15,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
87,Kolkata Knight Riders,Brendon McCullum,c Raina b Oram,,1,,,,,,24,12,2,2,200,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
88,Kolkata Knight Riders,Ricky Ponting,c Raina b Oram,,1,,,,,,0,1,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
89,Kolkata Knight Riders,Wriddhiman Saha,b Gony,,,1,,,,,27,16,5,1,168.75,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
90,Kolkata Knight Riders,David Hussey,c Badrinath b Amarnath,,1,,,,,,0,2,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
91,Kolkata Knight Riders,Mohammad Hafeez,c Joginder Sharma b Amarnath,,1,,,,,,16,24,1,0,66.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
92,Kolkata Knight Riders,Laxmi Shukla,run out ( Dhoni/Joginder Sharma),,,,,1,,,42,33,4,1,127.27,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
93,Kolkata Knight Riders,Ajit Agarkar,c Muralidaran b Gony,,1,,,,,,11,9,1,0,122.22,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
94,Kolkata Knight Riders,Murali Kartik,c & b Oram,1,,,,,,,3,3,0,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
95,Kolkata Knight Riders,Ishant Sharma,not out,,,,,,,1,4,3,0,0,133.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
96,Kolkata Knight Riders,Ashok Dinda,not out,,,,,,,1,0,0,0,0,,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
97,Royal Challengers Bangalore,Shivnarine Chanderpaul,c Jadeja b Watson,,1,,,,,,2,9,0,0,22.22,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
98,Royal Challengers Bangalore,Rahul Dravid,c Jadeja b Watson,,1,,,,,,0,1,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
99,Royal Challengers Bangalore,Ross Taylor,c Smith b Patel,,1,,,,,,44,20,6,3,220,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
100,Royal Challengers Bangalore,Jacques Kallis,c Patel b Trivedi,,1,,,,,,11,10,2,0,110,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
101,Royal Challengers Bangalore,Virat Kohli,c  Rawat b Patel,,1,,,,,,13,14,0,1,92.85,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
1185,Delhi Daredevils,Kedar Jadhav,c Pathan b Warne,,1,,,,,,10,9,1,0,111.11,2009-10,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/delhi-daredevils-vs-rajasthan-royals-29th-match-419134/full-scorecard
103,Royal Challengers Bangalore,Praveen Kumar,run out ( Rawat/Watson),,,,,1,,,34,30,2,3,113.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
104,Royal Challengers Bangalore,Sunil Joshi,run out (Sohail Tanvir/ Rawat),,,,,1,,,3,8,0,0,37.5,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
105,Royal Challengers Bangalore,Zaheer Khan,not out,,,,,,,1,17,18,2,0,94.44,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
106,Royal Challengers Bangalore,Vinay Kumar,not out,,,,,,,1,1,1,0,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
107,Delhi Daredevils,Gautam Gambhir,c Yuvraj Singh b Singh,,1,,,,,,18,14,3,0,128.57,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
108,Delhi Daredevils,Virender Sehwag,lbw b Pathan,,,,1,,,,6,6,1,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
109,Delhi Daredevils,Shikhar Dhawan,c  Sangakkara b Lee,,1,,,,,,0,3,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
110,Delhi Daredevils,Shoaib Malik,c Lee b Singh,,1,,,,,,19,17,3,0,111.76,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
111,Delhi Daredevils,Manoj Tiwary,c Yuvraj Singh b Singh,,1,,,,,,39,34,6,0,114.7,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
112,Delhi Daredevils,Dinesh Karthik,b Yuvraj Singh,,,1,,,,,24,14,2,1,171.42,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
