ID,TeamName,BatsmanName,Wicket_Information,Outby_BowlerCatch,Outby_FielderCatch,Outby_Bowled,Outby_LBW,Outby_Runout,Player_RetiredHurt,Player_NotOut,Runs_Scored,Balls_Faced,Fours_hit,Sixes_hit,Strike_Rate,Season/Year,scoreboard_url
2090,Mumbai Indians,Richard Levi,b Hogg,,,1,,,,,29,22,4,1,131.81,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-rajasthan-royals-12th-match-548317/full-scorecard
2091,Mumbai Indians,Tirumalasetti Suman,c Trivedi b Singh,,1,,,,,,10,10,0,1,100,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-rajasthan-royals-12th-match-548317/full-scorecard
2092,Mumbai Indians,Rohit Sharma,b Hogg,,,1,,,,,21,13,2,1,161.53,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-rajasthan-royals-12th-match-548317/full-scorecard
2093,Mumbai Indians,Ambati Rayudu,not out,,,,,,,1,47,32,1,3,146.87,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-rajasthan-royals-12th-match-548317/full-scorecard
2094,Mumbai Indians,Kieron Pollard,c Rahane b Chavan,,1,,,,,,64,33,6,4,193.93,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-rajasthan-royals-12th-match-548317/full-scorecard
2095,Mumbai Indians,Dinesh Karthik,c Trivedi b Cooper,,1,,,,,,0,1,0,0,0,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-rajasthan-royals-12th-match-548317/full-scorecard
2096,Mumbai Indians,James Franklin,c Rahane b Singh,,1,,,,,,2,3,0,0,66.66,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-rajasthan-royals-12th-match-548317/full-scorecard
2097,Mumbai Indians,Harbhajan Singh,not out,,,,,,,1,18,6,1,2,300,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-rajasthan-royals-12th-match-548317/full-scorecard
2098,Royal Challengers Bangalore,Mayank Agarwal,c Bravo b Morkel,,1,,,,,,45,26,5,3,173.07,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-royal-challengers-bangalore-13th-match-548318/full-scorecard
2099,Royal Challengers Bangalore,Chris Gayle,c Bravo b Jadeja,,1,,,,,,68,35,2,6,194.28,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-royal-challengers-bangalore-13th-match-548318/full-scorecard
2100,Royal Challengers Bangalore,Virat Kohli,c du Plessis b Bollinger,,1,,,,,,57,46,5,2,123.91,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-royal-challengers-bangalore-13th-match-548318/full-scorecard
2101,Royal Challengers Bangalore,AB de Villiers  ,c Jakati b Morkel,,1,,,,,,4,2,1,0,200,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-royal-challengers-bangalore-13th-match-548318/full-scorecard
2102,Royal Challengers Bangalore,Saurabh Tiwary,c Raina b Jadeja,,1,,,,,,8,6,1,0,133.33,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-royal-challengers-bangalore-13th-match-548318/full-scorecard
2103,Royal Challengers Bangalore,Raju Bhatkal,c Raina b Bollinger,,1,,,,,,0,2,0,0,0,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-royal-challengers-bangalore-13th-match-548318/full-scorecard
2104,Royal Challengers Bangalore,Cheteshwar Pujara,b Bollinger,,,1,,,,,0,1,0,0,0,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-royal-challengers-bangalore-13th-match-548318/full-scorecard
2105,Royal Challengers Bangalore,Daniel Vettori,run out (Bollinger),,,,,1,,,1,1,0,0,100,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-royal-challengers-bangalore-13th-match-548318/full-scorecard
2106,Royal Challengers Bangalore,Vinay Kumar,not out,,,,,,,1,6,1,0,1,600,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-royal-challengers-bangalore-13th-match-548318/full-scorecard
2107,Royal Challengers Bangalore,Zaheer Khan,not out,,,,,,,1,0,0,0,0,,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-royal-challengers-bangalore-13th-match-548318/full-scorecard
2108,Pune Warriors,Jesse Ryder,run out (Hussey/ Gilchrist),,,,,1,,,7,11,1,0,63.63,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2109,Pune Warriors,Sourav Ganguly,c Marsh b Mascarenhas,,1,,,,,,16,9,3,0,177.77,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2110,Pune Warriors,Marlon Samuels,b Mascarenhas,,,1,,,,,2,12,0,0,16.66,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2111,Pune Warriors,Robin Uthappa,c Bipul Sharma b Mascarenhas,,1,,,,,,17,16,0,1,106.25,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2112,Pune Warriors,Angelo Mathews,lbw b Harmeet Singh,,,,1,,,,11,9,2,0,122.22,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2113,Pune Warriors,Mithun Manhas,b Mascarenhas,,,1,,,,,31,28,3,1,110.71,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2114,Pune Warriors,Steven Smith,b Chawla,,,1,,,,,13,13,1,0,100,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2115,Pune Warriors,Manish Pandey,c Hussey b Harmeet Singh,,1,,,,,,0,3,0,0,0,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2116,Pune Warriors,Rahul Sharma,c Mandeep Singh b Mascarenhas,,1,,,,,,2,4,0,0,50,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2117,Pune Warriors,Ashish Nehra,not out,,,,,,,1,2,4,0,0,50,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2118,Pune Warriors,Ashok Dinda,run out (Awana),,,,,1,,,2,5,0,0,40,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-pune-warriors-14th-match-548319/full-scorecard
2119,Rajasthan Royals,Rahul Dravid,c Tiwary b Shakib Al Hasan,,1,,,,,,28,27,5,0,103.7,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-rajasthan-royals-15th-match-548320/full-scorecard
2120,Rajasthan Royals,Ajinkya Rahane,c  Bisla b Shakib Al Hasan,,1,,,,,,19,16,3,0,118.75,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-rajasthan-royals-15th-match-548320/full-scorecard
2121,Rajasthan Royals,Ashok Menaria,run out (Pathan),,,,,1,,,1,6,0,0,16.66,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-rajasthan-royals-15th-match-548320/full-scorecard
2122,Rajasthan Royals,Shreevats Goswami,c Balaji b Shakib Al Hasan,,1,,,,,,24,22,1,1,109.09,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-rajasthan-royals-15th-match-548320/full-scorecard
2123,Rajasthan Royals,Owais Shah,st  Bisla b Narine,,,,,,,,31,33,3,0,93.93,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-rajasthan-royals-15th-match-548320/full-scorecard
2124,Rajasthan Royals,Brad Hodge,not out,,,,,,,1,12,9,0,1,133.33,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-rajasthan-royals-15th-match-548320/full-scorecard
2125,Rajasthan Royals,Johan Botha,not out,,,,,,,1,6,7,1,0,85.71,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-rajasthan-royals-15th-match-548320/full-scorecard
2126,Chennai Super Kings,Faf du Plessis,st  Uthappa b Sharma,,,,,,,,43,33,5,2,130.3,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/pune-warriors-vs-chennai-super-kings-16th-match-548322/full-scorecard
1433,Chennai Super Kings,MS Dhoni ,c Fernando b Khan,,1,,,,,,22,15,2,1,146.66,2009-10,https://www.espncricinfo.com/series/indian-premier-league-2009-10-418064/mumbai-indians-vs-chennai-super-kings-final-419165/full-scorecard
2128,Chennai Super Kings,Suresh Raina,c Smith b Sharma,,1,,,,,,20,19,2,0,105.26,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/pune-warriors-vs-chennai-super-kings-16th-match-548322/full-scorecard
1439,Chennai Super Kings,MS Dhoni ,c  Bisla b Kallis,,1,,,,,,29,21,1,1,138.09,2011,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/chennai-super-kings-vs-kolkata-knight-riders-1st-match-501198/full-scorecard
2130,Chennai Super Kings,Ravindra Jadeja,c Smith b Nehra,,1,,,,,,44,26,4,2,169.23,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/pune-warriors-vs-chennai-super-kings-16th-match-548322/full-scorecard
2131,Chennai Super Kings,Albie Morkel,not out,,,,,,,1,3,3,0,0,100,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/pune-warriors-vs-chennai-super-kings-16th-match-548322/full-scorecard
2132,Chennai Super Kings,Dwayne Bravo,not out,,,,,,,1,5,2,1,0,250,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/pune-warriors-vs-chennai-super-kings-16th-match-548322/full-scorecard
2133,Kings XI Punjab,Adam Gilchrist  ,c Tiwary b Narine,,1,,,,,,5,9,0,0,55.55,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2134,Kings XI Punjab,Mandeep Singh,c ten Doeschate b Shakib Al Hasan,,1,,,,,,38,34,3,1,111.76,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2135,Kings XI Punjab,Shaun Marsh,b Narine,,,1,,,,,1,6,0,0,16.66,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2136,Kings XI Punjab,David Hussey,run out (Gambhir/Bhatia),,,,,1,,,32,31,1,1,103.22,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2137,Kings XI Punjab,Paras Dogra,c Das b Bhatia,,1,,,,,,6,11,0,0,54.54,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2138,Kings XI Punjab,Bipul Sharma,c  Bisla b Narine,,1,,,,,,12,11,0,1,109.09,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2139,Kings XI Punjab,Dimitri Mascarenhas,c  Bisla b Bhatia,,1,,,,,,0,1,0,0,0,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2140,Kings XI Punjab,Piyush Chawla,not out,,,,,,,1,13,8,0,1,162.5,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2141,Kings XI Punjab,Praveen Kumar,b Narine,,,1,,,,,0,1,0,0,0,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2142,Kings XI Punjab,Harmeet Singh,c  Bisla b Narine,,1,,,,,,14,6,3,0,233.33,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2143,Kings XI Punjab,Bhargav Bhatt,not out,,,,,,,1,6,2,0,1,300,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kolkata-knight-riders-vs-kings-xi-punjab-17th-match-548323/full-scorecard
2144,Rajasthan Royals,Rahul Dravid,st  de Villiers b Vettori,,,,,,,,25,32,2,0,78.12,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-rajasthan-royals-18th-match-548324/full-scorecard
2145,Rajasthan Royals,Ajinkya Rahane,not out,,,,,,,1,103,60,12,5,171.66,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-rajasthan-royals-18th-match-548324/full-scorecard
2146,Rajasthan Royals,Owais Shah,c Vinay Kumar b Khan,,1,,,,,,60,26,5,5,230.76,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-rajasthan-royals-18th-match-548324/full-scorecard
2147,Rajasthan Royals,Brad Hodge,not out,,,,,,,1,1,2,0,0,50,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-rajasthan-royals-18th-match-548324/full-scorecard
2148,Mumbai Indians,Richard Levi,b Nadeem,,,1,,,,,1,4,0,0,25,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2149,Mumbai Indians,Davy Jacobs,b Nadeem,,,1,,,,,0,10,0,0,0,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2150,Mumbai Indians,Rohit Sharma,c Taylor b Agarkar,,1,,,,,,29,27,5,0,107.4,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2151,Mumbai Indians,Ambati Rayudu,run out (Sehwag/ Ojha),,,,,1,,,4,11,0,0,36.36,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2152,Mumbai Indians,Kieron Pollard,c Taylor b Yadav,,1,,,,,,1,3,0,0,33.33,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2153,Mumbai Indians,Dinesh Karthik,c Pietersen b Yadav,,1,,,,,,3,4,0,0,75,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2154,Mumbai Indians,Harbhajan Singh,c  Ojha b Morkel,,1,,,,,,33,22,5,1,150,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2155,Mumbai Indians,Clint McKay,c Yadav b Pathan,,1,,,,,,8,15,0,0,53.33,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2156,Mumbai Indians,RP Singh,b Morkel,,,1,,,,,0,4,0,0,0,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2157,Mumbai Indians,Pragyan Ojha,b Agarkar,,,1,,,,,3,12,0,0,25,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2158,Mumbai Indians,Munaf Patel,not out,,,,,,,1,1,5,0,0,20,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/mumbai-indians-vs-delhi-daredevils-19th-match-548325/full-scorecard
2159,Deccan Chargers,Kumar Sangakkara ,c  Yagnik b Hodge,,1,,,,,,44,32,5,1,137.5,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-deccan-chargers-20th-match-548326/full-scorecard
2160,Deccan Chargers,Shikhar Dhawan,c Hodge b Trivedi,,1,,,,,,52,43,8,0,120.93,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-deccan-chargers-20th-match-548326/full-scorecard
2161,Deccan Chargers,Dan Christian,not out,,,,,,,1,29,19,2,1,152.63,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-deccan-chargers-20th-match-548326/full-scorecard
2162,Deccan Chargers,Jean-Paul Duminy,not out,,,,,,,1,58,26,3,5,223.07,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/rajasthan-royals-vs-deccan-chargers-20th-match-548326/full-scorecard
2163,Pune Warriors,Robin Uthappa,c Patel b Vettori,,1,,,,,,69,45,9,2,153.33,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-pune-warriors-21st-match-548327/full-scorecard
2164,Pune Warriors,Jesse Ryder,c Agarwal b Patel,,1,,,,,,34,22,4,1,154.54,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-pune-warriors-21st-match-548327/full-scorecard
2165,Pune Warriors,Sourav Ganguly,c Agarwal b Vinay Kumar,,1,,,,,,6,8,0,0,75,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-pune-warriors-21st-match-548327/full-scorecard
2166,Pune Warriors,Marlon Samuels,run out ( de Villiers),,,,,1,,,34,20,1,2,170,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-pune-warriors-21st-match-548327/full-scorecard
2167,Pune Warriors,Steven Smith,run out ( de Villiers/Vinay Kumar),,,,,1,,,16,14,0,1,114.28,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-pune-warriors-21st-match-548327/full-scorecard
2168,Pune Warriors,Angelo Mathews,c Kohli b Vinay Kumar,,1,,,,,,10,7,0,1,142.85,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-pune-warriors-21st-match-548327/full-scorecard
2169,Pune Warriors,Mithun Manhas,not out,,,,,,,1,6,4,1,0,150,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-pune-warriors-21st-match-548327/full-scorecard
2170,Pune Warriors,Bhuvneshwar Kumar,not out,,,,,,,1,0,0,0,0,,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/royal-challengers-bangalore-vs-pune-warriors-21st-match-548327/full-scorecard
2171,Kings XI Punjab,Adam Gilchrist  ,not out,,,,,,,1,40,30,3,1,133.33,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-548328/full-scorecard
2172,Kings XI Punjab,Paul Valthaty,c  Bisla b Lee,,1,,,,,,8,8,1,0,100,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-548328/full-scorecard
2173,Kings XI Punjab,Shaun Marsh,c  Bisla b Lee,,1,,,,,,33,30,4,0,110,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-548328/full-scorecard
2174,Kings XI Punjab,Mandeep Singh,c Bhatia b Balaji,,1,,,,,,6,10,0,0,60,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-548328/full-scorecard
2175,Kings XI Punjab,David Hussey,run out (McCullum/ Bisla),,,,,1,,,10,14,0,0,71.42,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-548328/full-scorecard
2176,Kings XI Punjab,Paras Dogra,c Kallis b Narine,,1,,,,,,6,8,0,0,75,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-548328/full-scorecard
2177,Kings XI Punjab,Dimitri Mascarenhas,c Tiwary b Bhatia,,1,,,,,,9,10,1,0,90,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-548328/full-scorecard
2178,Kings XI Punjab,Piyush Chawla,b Narine,,,1,,,,,9,10,0,0,90,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-kolkata-knight-riders-22nd-match-548328/full-scorecard
2179,Deccan Chargers,Kumar Sangakkara ,c Nagar b Morkel,,1,,,,,,1,7,0,0,14.28,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard
2180,Deccan Chargers,Shikhar Dhawan,lbw b Nadeem,,,,1,,,,44,29,5,1,151.72,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard
2181,Deccan Chargers,Parthiv Patel,c Jayawardene b Nadeem,,1,,,,,,45,27,5,1,166.66,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard
2182,Deccan Chargers,Dan Christian,c Nadeem b Yadav,,1,,,,,,19,21,1,0,90.47,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard
2183,Deccan Chargers,Jean-Paul Duminy,c Sehwag b Nadeem,,1,,,,,,4,5,0,0,80,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard
2184,Deccan Chargers,Bharat Chipli,not out,,,,,,,1,25,17,3,1,147.05,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard
2185,Deccan Chargers,Abhishek Jhunjhunwala,c  Ojha b Morkel,,1,,,,,,4,5,1,0,80,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard
2186,Deccan Chargers,Dale Steyn,c Sehwag b Morkel,,1,,,,,,2,3,0,0,66.66,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard
2187,Deccan Chargers,Amit Mishra,run out (Pietersen/ Ojha),,,,,1,,,6,6,0,0,100,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard
2188,Deccan Chargers,Ankit Sharma,not out,,,,,,,1,1,1,0,0,100,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/delhi-daredevils-vs-deccan-chargers-23rd-match-548321/full-scorecard
2189,Chennai Super Kings,Faf du Plessis,c Mathews b Samuels,,1,,,,,,58,48,4,2,120.83,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-pune-warriors-24th-match-548330/full-scorecard
2190,Chennai Super Kings,S Badrinath,c Mathews b Samuels,,1,,,,,,57,48,8,0,118.75,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-pune-warriors-24th-match-548330/full-scorecard
2191,Chennai Super Kings,Suresh Raina,c Kartik b Nehra,,1,,,,,,0,2,0,0,0,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-pune-warriors-24th-match-548330/full-scorecard
1503,Chennai Super Kings,MS Dhoni ,b Harris,,,1,,,,,43,20,4,2,215,2011,https://www.espncricinfo.com/series/indian-premier-league-2011-466304/kings-xi-punjab-vs-chennai-super-kings-9th-match-501206/full-scorecard
2193,Chennai Super Kings,Dwayne Bravo,c Mathews b Nehra,,1,,,,,,12,8,0,1,150,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-pune-warriors-24th-match-548330/full-scorecard
2194,Chennai Super Kings,Ravindra Jadeja,c Sharma b Samuels,,1,,,,,,7,3,0,1,233.33,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-pune-warriors-24th-match-548330/full-scorecard
2195,Kings XI Punjab,Nitin Saini  ,b Khan,,,1,,,,,14,12,1,0,116.66,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-royal-challengers-bangalore-25th-match-548331/full-scorecard
2196,Kings XI Punjab,Paul Valthaty,c de Villiers b Khan,,1,,,,,,6,12,1,0,50,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-royal-challengers-bangalore-25th-match-548331/full-scorecard
2197,Kings XI Punjab,Shaun Marsh,b McDonald,,,1,,,,,26,17,3,1,152.94,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-royal-challengers-bangalore-25th-match-548331/full-scorecard
2198,Kings XI Punjab,David Hussey,b Patel,,,1,,,,,41,34,4,0,120.58,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-royal-challengers-bangalore-25th-match-548331/full-scorecard
2199,Kings XI Punjab,David Miller,c Khan b McDonald,,1,,,,,,8,13,0,0,61.53,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-royal-challengers-bangalore-25th-match-548331/full-scorecard
2200,Kings XI Punjab,Mandeep Singh,c Kohli b Vinay Kumar,,1,,,,,,20,15,0,0,133.33,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-royal-challengers-bangalore-25th-match-548331/full-scorecard
2201,Kings XI Punjab,Azhar Mahmood,not out,,,,,,,1,33,14,3,2,235.71,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-royal-challengers-bangalore-25th-match-548331/full-scorecard
2202,Kings XI Punjab,Piyush Chawla,not out,,,,,,,1,7,3,1,0,233.33,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/kings-xi-punjab-vs-royal-challengers-bangalore-25th-match-548331/full-scorecard
2203,Rajasthan Royals,Rahul Dravid,c Bollinger b Jakati,,1,,,,,,26,28,3,1,92.85,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-rajasthan-royals-26th-match-548332/full-scorecard
2204,Rajasthan Royals,Ajinkya Rahane,c Kulasekara b Ashwin,,1,,,,,,15,10,3,0,150,2012,https://www.espncricinfo.com/series/indian-premier-league-2012-520932/chennai-super-kings-vs-rajasthan-royals-26th-match-548332/full-scorecard
