Scoreboard_ID,TeamName,BatsmanName,Wicket_Information,Outby_BowlerCatch,Outby_FielderCatch,Outby_Bowled,Outby_LBW,Outby_Runout,Player_RetiredHurt,Player_NotOut,Runs_Scored,Balls_Faced,Fours_hit,Sixes_hit,Strike_Rate,Season/Year,scoreboard_url
1,Royal Challengers Bangalore,Rahul Dravid,b Sharma,,,1,,,,,2,3,0,0,66.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
2,Royal Challengers Bangalore,Wasim Jaffer,c Ponting b Dinda,,1,,,,,,6,16,0,0,37.5,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
3,Royal Challengers Bangalore,Virat Kohli,b Dinda,,,1,,,,,1,5,0,0,20,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
4,Royal Challengers Bangalore,Jacques Kallis,c Kartik b Agarkar,,1,,,,,,8,7,0,1,114.28,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
5,Royal Challengers Bangalore,Cameron White,c Saha b Agarkar,,1,,,,,,6,10,0,0,60,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
6,Royal Challengers Bangalore,Mark Boucher  ,c Kartik b Ganguly,,1,,,,,,7,9,1,0,77.77,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
7,Royal Challengers Bangalore,Balachandra Akhil,c Ponting b Agarkar,,1,,,,,,0,2,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
8,Royal Challengers Bangalore,Ashley Noffke,run out (Agarkar/Saha),,,,,1,,,9,10,1,0,90,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
9,Royal Challengers Bangalore,Praveen Kumar,not out,,,,,,,1,18,15,1,2,120,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
10,Royal Challengers Bangalore,Zaheer Khan,b Ganguly,,,1,,,,,3,8,0,0,37.5,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
11,Royal Challengers Bangalore,Sunil Joshi,c  McCullum b Shukla,,1,,,,,,3,6,0,0,50,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/full-scorecard
12,Kings XI Punjab,Karan Goel,c Patel b Gony,,1,,,,,,24,19,2,1,126.31,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
13,Kings XI Punjab,James Hopes,c Joginder Sharma b Amarnath,,1,,,,,,71,33,10,3,215.15,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
14,Kings XI Punjab,Kumar Sangakkara ,c Joginder Sharma b Muralidaran,,1,,,,,,54,33,5,2,163.63,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
15,Kings XI Punjab,Yuvraj Singh,c Amarnath b Joginder Sharma,,1,,,,,,23,13,1,2,176.92,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
16,Kings XI Punjab,Simon Katich,not out,,,,,,,1,21,17,0,1,123.52,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
17,Kings XI Punjab,Irfan Pathan,not out,,,,,,,1,3,5,0,0,60,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/full-scorecard
18,Delhi Daredevils,Gautam Gambhir,not out,,,,,,,1,58,46,7,1,126.08,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
19,Delhi Daredevils,Virender Sehwag,b Watson,,,1,,,,,12,4,3,0,300,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
20,Delhi Daredevils,Shikhar Dhawan,not out,,,,,,,1,52,41,8,0,126.82,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/full-scorecard
21,Kolkata Knight Riders,Wriddhiman Saha,c Styris b Vaas,,1,,,,,,10,17,1,0,58.82,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
22,Kolkata Knight Riders,Brendon McCullum,c Sharma b Singh,,1,,,,,,5,5,1,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
23,Kolkata Knight Riders,Ricky Ponting,lbw b Vaas,,,,1,,,,0,1,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
24,Kolkata Knight Riders,Sourav Ganguly,b Ojha,,,1,,,,,14,30,1,0,46.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
25,Kolkata Knight Riders,David Hussey,not out,,,,,,,1,38,43,1,3,88.37,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
26,Kolkata Knight Riders,Mohammad Hafeez,c Symonds b Ojha,,1,,,,,,13,13,1,1,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
27,Kolkata Knight Riders,Laxmi Shukla,not out,,,,,,,1,4,6,0,0,66.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/full-scorecard
28,Royal Challengers Bangalore,Shivnarine Chanderpaul,c Nayar b Kulkarni,,1,,,,,,16,11,3,0,145.45,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
29,Royal Challengers Bangalore,Rahul Dravid,c & b Harbhajan Singh,1,,,,,,,32,33,4,0,96.96,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
30,Royal Challengers Bangalore,Ross Taylor,c Nayar b Jayasuriya,,1,,,,,,23,12,1,2,191.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
31,Royal Challengers Bangalore,Jacques Kallis,c Nayar b Harbhajan Singh,,1,,,,,,25,24,0,1,104.16,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
32,Royal Challengers Bangalore,Virat Kohli,c  Ronchi b Nehra,,1,,,,,,23,14,3,1,164.28,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
33,Royal Challengers Bangalore,Mark Boucher  ,not out,,,,,,,1,39,19,4,2,205.26,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
34,Royal Challengers Bangalore,Balachandra Akhil,not out,,,,,,,1,3,5,0,0,60,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/full-scorecard
35,Rajasthan Royals,Mohammad Kaif,c  Sangakkara b Sreesanth,,1,,,,,,5,8,1,0,62.5,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
36,Rajasthan Royals,Kamran Akmal  ,c Chawla b Hopes,,1,,,,,,15,10,2,1,150,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
37,Rajasthan Royals,Yusuf Pathan,c & b Lee,1,,,,,,,7,5,1,0,140,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
38,Rajasthan Royals,Shane Watson,not out,,,,,,,1,76,49,5,5,155.1,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
39,Rajasthan Royals,Darren Lehmann,lbw b Pathan,,,,1,,,,17,16,3,0,106.25,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
40,Rajasthan Royals,Ravindra Jadeja,not out,,,,,,,1,36,25,5,1,144,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/full-scorecard
41,Delhi Daredevils,Gautam Gambhir,c  Gilchrist b Singh,,1,,,,,,12,9,2,0,133.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
42,Delhi Daredevils,Virender Sehwag,not out,,,,,,,1,94,41,10,6,229.26,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
43,Delhi Daredevils,Shikhar Dhawan,not out,,,,,,,1,25,28,3,0,89.28,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/full-scorecard
44,Mumbai Indians,Luke Ronchi  ,run out (Badrinath),,,,,1,,,2,3,0,0,66.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
45,Mumbai Indians,Sanath Jayasuriya,c Joginder Sharma b Gony,,1,,,,,,20,11,4,0,181.81,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
46,Mumbai Indians,Robin Uthappa,b Joginder Sharma,,,1,,,,,43,36,6,1,119.44,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
47,Mumbai Indians,Shaun Pollock,b Amarnath,,,1,,,,,17,15,0,1,113.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
48,Mumbai Indians,Dwayne Bravo,c Oram b Joginder Sharma,,1,,,,,,24,16,2,1,150,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
49,Mumbai Indians,Abhishek Nayar,not out,,,,,,,1,45,20,6,1,225,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
50,Mumbai Indians,Musavir Khote,c Raina b Muralidaran,,1,,,,,,9,5,0,1,180,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
51,Mumbai Indians,Harbhajan Singh,c Badrinath b Muralidaran,,1,,,,,,28,14,1,3,200,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
52,Mumbai Indians,Ashish Nehra,not out,,,,,,,1,1,2,0,0,50,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/full-scorecard
53,Rajasthan Royals,Kamran Akmal  ,c Bangar b Vaas,,1,,,,,,12,9,1,1,133.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
54,Rajasthan Royals,Graeme Smith,c Kalyankrishna b Shahid Afridi,,1,,,,,,71,45,9,2,157.77,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
55,Rajasthan Royals,Yusuf Pathan,c Symonds b Kalyankrishna,,1,,,,,,61,28,4,6,217.85,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
56,Rajasthan Royals,Shane Watson,b Shahid Afridi,,,1,,,,,4,6,0,0,66.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
57,Rajasthan Royals,Mohammad Kaif,c Symonds b Shahid Afridi,,1,,,,,,34,16,2,3,212.5,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
58,Rajasthan Royals,Ravindra Jadeja,b Singh,,,1,,,,,1,3,0,0,33.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
59,Rajasthan Royals,Shane Warne ,not out,,,,,,,1,22,9,2,2,244.44,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
60,Rajasthan Royals,Dinesh Salunkhe,run out (Laxman/Singh),,,,,1,,,1,1,0,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
61,Rajasthan Royals,Pankaj Singh,not out,,,,,,,1,4,3,0,0,133.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/full-scorecard
62,Mumbai Indians,Luke Ronchi  ,run out (Lee),,,,,1,,,11,8,1,1,137.5,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
63,Mumbai Indians,Sanath Jayasuriya,c & b Lee,1,,,,,,,1,7,0,0,14.28,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
64,Mumbai Indians,Robin Uthappa,c Sarwan b Singh,,1,,,,,,21,18,2,1,116.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
65,Mumbai Indians,Dwayne Bravo,b Chawla,,,1,,,,,23,21,4,0,109.52,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
66,Mumbai Indians,Saurabh Tiwary,b Chawla,,,1,,,,,17,10,2,1,170,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
67,Mumbai Indians,Shaun Pollock,c Yuvraj Singh b Sreesanth,,1,,,,,,22,21,2,1,104.76,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
68,Mumbai Indians,Abhishek Nayar,c Chawla b Pathan,,1,,,,,,2,3,0,0,66.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
69,Mumbai Indians,Harbhajan Singh,lbw b Pathan,,,,1,,,,0,1,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
70,Mumbai Indians,Musavir Khote,hit wicket b Sreesanth,,,,,,,,8,7,1,0,114.28,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
71,Mumbai Indians,Dhawal Kulkarni,not out,,,,,,,1,2,16,0,0,12.5,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
72,Mumbai Indians,Ashish Nehra,not out,,,,,,,1,2,10,0,0,20,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/full-scorecard
73,Chennai Super Kings,Parthiv Patel,c Sharma b Agarkar,,1,,,,,,21,27,3,0,77.77,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
74,Chennai Super Kings,Matthew Hayden,not out,,,,,,,1,70,49,6,3,142.85,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
75,Chennai Super Kings,MS Dhoni ,not out,,,,,,,1,43,27,3,2,159.25,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-kolkata-knight-riders-11th-match-335993/full-scorecard
76,Rajasthan Royals,Graeme Smith,c Kumble b Joshi,,1,,,,,,49,42,8,0,116.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
77,Rajasthan Royals,Mahesh Rawat,c  Boucher b Kumar,,1,,,,,,0,2,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
78,Rajasthan Royals,Yusuf Pathan,c  Boucher b Khan,,1,,,,,,21,12,5,0,175,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
79,Rajasthan Royals,Shane Watson,not out,,,,,,,1,61,41,8,2,148.78,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
80,Rajasthan Royals,Mohammad Kaif,not out,,,,,,,1,4,6,1,0,66.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-rajasthan-royals-12th-match-335992/full-scorecard
81,Kings XI Punjab,Karan Goel,lbw b McGrath,,,,1,,,,1,3,0,0,33.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
82,Kings XI Punjab,Simon Katich,run out (Sehwag/Bhatia),,,,,1,,,75,52,11,1,144.23,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
83,Kings XI Punjab,Kumar Sangakkara ,c  Karthik b Mohammad Asif,,1,,,,,,4,2,1,0,200,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
84,Kings XI Punjab,Mahela Jayawardene,c & b Shoaib Malik,1,,,,,,,15,14,2,0,107.14,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
85,Kings XI Punjab,Yuvraj Singh,not out,,,,,,,1,40,29,3,2,137.93,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
86,Kings XI Punjab,Tanmay Srivastava,c  Karthik b Mahesh,,1,,,,,,7,9,0,0,77.77,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
87,Kings XI Punjab,Irfan Pathan,c  Karthik b Mohammad Asif,,1,,,,,,10,7,2,0,142.85,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
88,Kings XI Punjab,Brett Lee,not out,,,,,,,1,1,3,0,0,33.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-delhi-daredevils-13th-match-335995/full-scorecard
89,Deccan Chargers,Adam Gilchrist  ,not out,,,,,,,1,109,47,9,10,231.91,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-deccan-chargers-14th-match-335994/full-scorecard
90,Deccan Chargers,VVS Laxman,not out,,,,,,,1,37,26,4,1,142.3,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-deccan-chargers-14th-match-335994/full-scorecard
91,Royal Challengers Bangalore,Bharat Chipli,b Gony,,,1,,,,,8,11,1,0,72.72,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
92,Royal Challengers Bangalore,Wasim Jaffer,c Oram b Amarnath,,1,,,,,,50,33,5,2,151.51,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
93,Royal Challengers Bangalore,Ross Taylor,c Raina b Amarnath,,1,,,,,,53,34,3,3,155.88,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
94,Royal Challengers Bangalore,Jacques Kallis,c  Dhoni b Joginder Sharma,,1,,,,,,14,10,2,0,140,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
95,Royal Challengers Bangalore,Mark Boucher  ,c Hussey b Gony,,1,,,,,,4,6,0,0,66.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
96,Royal Challengers Bangalore,Virat Kohli,b Morkel,,,1,,,,,12,7,2,0,171.42,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
97,Royal Challengers Bangalore,Rahul Dravid,lbw b Gony,,,,1,,,,0,1,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
98,Royal Challengers Bangalore,Praveen Kumar,run out (Joginder Sharma/Oram/ Dhoni),,,,,1,,,6,5,0,0,120,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
99,Royal Challengers Bangalore,Zaheer Khan,run out (Raina/ Dhoni),,,,,1,,,8,6,1,0,133.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
100,Royal Challengers Bangalore,Balachandra Akhil,not out,,,,,,,1,2,3,0,0,66.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
101,Royal Challengers Bangalore,Dale Steyn,c Hussey b Joginder Sharma,,1,,,,,,1,2,0,0,50,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-chennai-super-kings-15th-match-335996/full-scorecard
102,Mumbai Indians,Ajinkya Rahane,c Hussey b Agarkar,,1,,,,,,4,10,1,0,40,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
103,Mumbai Indians,Sanath Jayasuriya,b Sharma,,,1,,,,,18,10,3,1,180,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
104,Mumbai Indians,Manish Pandey,b Dinda,,,1,,,,,0,3,0,0,0,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
105,Mumbai Indians,Robin Uthappa,not out,,,,,,,1,37,37,5,0,100,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
106,Mumbai Indians,Dwayne Bravo,not out,,,,,,,1,64,53,8,1,120.75,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-mumbai-indians-16th-match-335997/full-scorecard
107,Royal Challengers Bangalore,Praveen Kumar,c Dhawan b McGrath,,1,,,,,,6,5,1,0,120,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
108,Royal Challengers Bangalore,Wasim Jaffer,c Mahesh b McGrath,,1,,,,,,10,9,0,1,111.11,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
109,Royal Challengers Bangalore,Ross Taylor,c Dhawan b McGrath,,1,,,,,,29,15,3,2,193.33,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
110,Royal Challengers Bangalore,Jacques Kallis,b Vettori,,,1,,,,,54,44,6,1,122.72,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
111,Royal Challengers Bangalore,Rahul Dravid,c Sehwag b McGrath,,1,,,,,,38,30,4,1,126.66,2007-08,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-royal-challengers-bangalore-17th-match-335998/full-scorecard
